Area,Locality,Colony,Lane,Area (sq.ft.),BHK,Bathrooms,Furnishing Status,Distance to School (km),Distance to Hospital (km),Distance to Metro (km),Age of Property (years),Price (Lakhs),Full Address,Latitude,Longitude
Wakad,Jambulkar Nagar,Colony 5,Lane No. 4,659,2,2,Furnished,2.88,0.71,3.2,6,10.09,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Aundh,ITI Road,Colony 5,Lane No. 2,1499,4,3,Furnished,4.43,3.44,4.36,8,40.18,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Bibwewadi,Market Yard,Colony 5,Lane No. 4,1105,2,2,Semi-Furnished,0.61,0.77,2.73,3,17.93,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Aundh,ITI Road,Colony 2,Lane No. 1,2056,1,1,Semi-Furnished,4.14,3.54,1.85,13,14.94,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Wakad,Datta Mandir Road,Colony 1,Lane No. 4,2406,3,3,Furnished,4.93,1.15,2.67,18,97.59,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Hadapsar,Amanora Park Town,Colony 1,Lane No. 2,989,4,3,Unfurnished,3.18,1.1,1.31,6,34.69,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hadapsar,Amanora Park Town,Colony 3,Lane No. 3,1586,4,3,Semi-Furnished,0.5,2.18,3.57,7,52.58,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Bibwewadi,Market Yard,Colony 3,Lane No. 1,1414,5,3,Semi-Furnished,4.63,2.86,1.63,10,58.82,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Aundh,Baner Pashan Link,Colony 2,Lane No. 5,884,2,2,Semi-Furnished,3.53,0.61,1.06,1,11.49,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Aundh,Parihar Chowk,Colony 3,Lane No. 2,614,4,3,Semi-Furnished,3.33,2.01,2.64,20,26.61,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Kondhwa,Yewalewadi,Colony 3,Lane No. 5,861,5,3,Semi-Furnished,1.21,3.98,1.08,14,42.73,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Viman Nagar,Lunkad Colony,Colony 4,Lane No. 4,1393,1,1,Furnished,1.73,3.58,1.65,14,8.57,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Hadapsar,Amanora Park Town,Colony 4,Lane No. 2,823,3,3,Semi-Furnished,2.99,0.64,2.17,8,35.28,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Baner,Balewadi Phata,Colony 3,Lane No. 4,1277,5,3,Unfurnished,3.62,1.91,2.64,11,36.13,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Aundh,Baner Pashan Link,Colony 6,Lane No. 2,1695,5,3,Semi-Furnished,2.93,2.38,3.78,12,57.29,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kothrud,Paud Road,Colony 6,Lane No. 2,464,4,3,Furnished,0.74,1.25,1.05,5,10.41,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Katraj,Bharti Vidyapeeth Campus,Colony 4,Lane No. 1,643,3,3,Unfurnished,0.95,3.91,2.23,0,11.94,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Vishwakarma Nagar,Colony 4,Lane No. 4,783,2,2,Unfurnished,1.39,0.5,3.58,5,22.78,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Hinjewadi,Phase 3,Colony 1,Lane No. 1,2255,4,3,Unfurnished,2.2,3.02,4.47,16,120.81,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Wakad,Jambulkar Nagar,Colony 2,Lane No. 1,855,4,3,Unfurnished,3.35,2.89,5.48,7,40.28,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Wakad,Kalewadi Phata,Colony 2,Lane No. 1,2509,5,3,Unfurnished,1.86,2.6,1.8,18,174.05,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Aundh,ITI Road,Colony 7,Lane No. 3,517,2,2,Unfurnished,0.59,3.89,1.37,19,9.61,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Hinjewadi,Phase 1,Colony 6,Lane No. 2,1543,5,3,Semi-Furnished,2.78,1.76,5.02,7,44.76,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Hadapsar,Gadital,Colony 1,Lane No. 3,1324,3,3,Furnished,4.07,3.56,1.6,13,32.61,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Baner,Balewadi Phata,Colony 2,Lane No. 2,2824,2,2,Unfurnished,0.92,1.57,3.98,11,75.6,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Katraj,Gokulnagar,Colony 2,Lane No. 5,1283,4,3,Furnished,3.76,2.35,1.25,19,39.39,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Kothrud,Karve Nagar,Colony 7,Lane No. 1,2726,2,2,Unfurnished,2.88,0.55,2.81,4,63.14,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Bibwewadi,Market Yard,Colony 1,Lane No. 2,2482,3,3,Furnished,3.02,3.92,3.84,16,110.87,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Kothrud,Paud Road,Colony 7,Lane No. 5,2204,4,3,Unfurnished,0.71,0.59,3.27,10,89.14,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Kondhwa,NIBM Road,Colony 4,Lane No. 5,1517,5,3,Furnished,2.47,0.83,4.09,7,69.31,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Baner,Pashan Link Road,Colony 4,Lane No. 3,1070,1,1,Furnished,1.93,2.86,5.66,11,7.41,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hinjewadi,Phase 3,Colony 2,Lane No. 3,2835,1,1,Semi-Furnished,1.83,1.69,5.32,10,33.74,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Viman Nagar,Lunkad Colony,Colony 4,Lane No. 5,841,5,3,Semi-Furnished,3.59,3.93,5.73,10,51.8,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Viman Nagar,Mhada Colony,Colony 2,Lane No. 5,582,3,3,Unfurnished,3.3,2.9,4.85,5,24.43,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Aundh,Parihar Chowk,Colony 1,Lane No. 4,2239,5,3,Semi-Furnished,3.58,3.96,1.81,1,97.85,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Kondhwa,NIBM Road,Colony 3,Lane No. 3,2799,4,3,Furnished,2.45,1.82,3.59,14,115.56,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Kothrud,Paud Road,Colony 1,Lane No. 1,1621,2,2,Semi-Furnished,4.17,3.39,5.37,9,20.98,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hadapsar,Amanora Park Town,Colony 2,Lane No. 5,453,1,1,Unfurnished,3.68,3.51,2.25,0,3.62,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Katraj,Gokulnagar,Colony 4,Lane No. 3,882,4,3,Furnished,1.4,2.34,5.27,18,44.91,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Wakad,Kalewadi Phata,Colony 1,Lane No. 1,2137,5,3,Furnished,2.55,1.92,1.24,15,114.8,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Wakad,Datta Mandir Road,Colony 1,Lane No. 1,2354,3,3,Unfurnished,4.57,2.17,1.17,11,70.07,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Bibwewadi,Vishwakarma Nagar,Colony 7,Lane No. 4,2570,5,3,Unfurnished,1.54,1.8,2.34,9,129.06,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Kondhwa,NIBM Road,Colony 1,Lane No. 1,701,2,2,Unfurnished,2.3,0.64,1.74,3,15.39,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Hinjewadi,Phase 2,Colony 3,Lane No. 5,1875,3,3,Semi-Furnished,1.26,1.5,3.85,12,31.1,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Katraj,Vignaharta Colony,Colony 6,Lane No. 1,2163,5,3,Semi-Furnished,1.4,1.69,2.22,10,132.57,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Viman Nagar,Lunkad Colony,Colony 1,Lane No. 4,2881,2,2,Semi-Furnished,2.59,1.02,4.2,8,75.05,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Aundh,Baner Pashan Link,Colony 7,Lane No. 2,2546,2,2,Unfurnished,3.83,1.01,1.07,15,55.43,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Bibwewadi,Market Yard,Colony 1,Lane No. 4,1726,1,1,Furnished,4.65,1.91,2.44,16,19.35,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Baner,Pashan Link Road,Colony 6,Lane No. 1,1851,3,3,Semi-Furnished,2.13,0.9,3.63,4,39.7,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Katraj,Bharti Vidyapeeth Campus,Colony 6,Lane No. 4,1446,1,1,Semi-Furnished,1.52,3.6,4.68,2,20.67,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Kothrud,Paud Road,Colony 7,Lane No. 4,2517,3,3,Furnished,2.85,1.78,2.72,9,77.93,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hinjewadi,Phase 2,Colony 6,Lane No. 2,2635,2,2,Semi-Furnished,3.52,0.58,4.1,6,69.63,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Hadapsar,Amanora Park Town,Colony 2,Lane No. 1,2039,4,3,Semi-Furnished,1.17,3.31,5.99,10,107.57,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hadapsar,Amanora Park Town,Colony 3,Lane No. 2,1488,5,3,Furnished,0.53,0.95,2.25,13,39.72,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hinjewadi,Phase 3,Colony 5,Lane No. 3,2485,3,3,Furnished,4.34,1.66,5.23,12,39.59,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hinjewadi,Phase 3,Colony 3,Lane No. 4,736,3,3,Semi-Furnished,3.71,1.47,3.26,13,20.41,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hadapsar,Gadital,Colony 2,Lane No. 2,2861,4,3,Semi-Furnished,2.81,1.76,3.91,3,90.85,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Hinjewadi,Phase 3,Colony 6,Lane No. 3,2695,4,3,Unfurnished,3.15,0.61,4.37,4,122.86,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Aundh,ITI Road,Colony 3,Lane No. 4,821,2,2,Semi-Furnished,4.21,2.05,4.16,3,14.38,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Aundh,Baner Pashan Link,Colony 3,Lane No. 1,2161,5,3,Semi-Furnished,0.94,3.63,2.12,11,121.79,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Baner,Pashan Link Road,Colony 4,Lane No. 1,2385,1,1,Semi-Furnished,3.87,2.51,5.48,15,32.43,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hadapsar,Magarpatta City,Colony 6,Lane No. 3,2679,3,3,Furnished,3.53,2.55,3.04,17,106.33,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Bibwewadi,Market Yard,Colony 2,Lane No. 5,2005,1,1,Unfurnished,1.31,1.15,1.79,10,16.79,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Hadapsar,Gadital,Colony 7,Lane No. 3,2269,2,2,Furnished,4.9,0.97,4.89,17,32.53,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Wakad,Jambulkar Nagar,Colony 1,Lane No. 2,744,1,1,Unfurnished,1.3,3.06,5.17,19,6.02,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Katraj,Bharti Vidyapeeth Campus,Colony 7,Lane No. 4,659,2,2,Furnished,2.07,0.94,3.02,17,7.59,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Vishwakarma Nagar,Colony 4,Lane No. 2,2909,3,3,Semi-Furnished,4.57,1.87,3.07,18,78.95,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Viman Nagar,Mhada Colony,Colony 1,Lane No. 3,721,5,3,Furnished,2.85,3.52,2.2,9,39.76,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Hadapsar,Gadital,Colony 3,Lane No. 4,1480,5,3,Semi-Furnished,4.7,2.31,1.63,19,110.8,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Hadapsar,Magarpatta City,Colony 7,Lane No. 3,1888,3,3,Furnished,4.92,2.37,2.67,2,58.15,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Baner,Pashan Link Road,Colony 3,Lane No. 1,1632,3,3,Furnished,1.02,1.97,2.03,17,59.59,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hinjewadi,Phase 2,Colony 6,Lane No. 1,1902,5,3,Unfurnished,3.67,0.95,2.3,13,92,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Kondhwa,Yewalewadi,Colony 6,Lane No. 5,1229,2,2,Furnished,1.09,1.33,1.83,12,29.39,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Bibwewadi,Shree Colony,Colony 5,Lane No. 5,2086,5,3,Furnished,4.38,3.21,5.71,14,82.2,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Katraj,Vignaharta Colony,Colony 6,Lane No. 4,1100,1,1,Unfurnished,1.6,3.45,5.93,1,15.09,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Kondhwa,NIBM Road,Colony 6,Lane No. 3,2358,4,3,Semi-Furnished,1.7,2.63,5.55,19,129.5,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Viman Nagar,Mhada Colony,Colony 2,Lane No. 5,2043,4,3,Semi-Furnished,3.51,2.54,2.35,4,45.34,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kothrud,Ideal Colony,Colony 1,Lane No. 4,2664,3,3,Semi-Furnished,4.7,2.27,5.07,8,94.69,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Viman Nagar,Mhada Colony,Colony 1,Lane No. 5,2543,5,3,Furnished,3.77,1.83,5.46,3,94.92,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kondhwa,Yewalewadi,Colony 2,Lane No. 3,2548,1,1,Semi-Furnished,3.68,0.89,4.99,2,35.79,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hadapsar,Amanora Park Town,Colony 5,Lane No. 2,1730,4,3,Unfurnished,3.56,3.53,2.73,15,71.73,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Aundh,Parihar Chowk,Colony 1,Lane No. 3,471,1,1,Furnished,4.17,2.23,4.3,15,3.45,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Wakad,Jambulkar Nagar,Colony 2,Lane No. 3,1431,5,3,Unfurnished,2.1,3.41,5.83,2,63.53,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Kothrud,Paud Road,Colony 2,Lane No. 3,558,2,2,Semi-Furnished,1.08,2.12,2.59,15,13.82,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Aundh,ITI Road,Colony 6,Lane No. 2,2182,4,3,Furnished,3.15,1.56,5.47,12,49.21,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Baner,Pashan Link Road,Colony 2,Lane No. 2,2835,3,3,Unfurnished,1.87,0.83,1.91,17,96.48,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Bibwewadi,Market Yard,Colony 7,Lane No. 5,723,1,1,Unfurnished,4.41,0.71,1.22,3,10.27,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Baner,Balewadi Phata,Colony 6,Lane No. 3,421,4,3,Unfurnished,4.7,1.09,4.69,9,17.36,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Baner,Pashan Link Road,Colony 7,Lane No. 5,2745,1,1,Furnished,2.3,2.15,1.65,11,19.73,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hadapsar,Gadital,Colony 4,Lane No. 1,551,2,2,Unfurnished,3.93,2.35,1.9,4,8.61,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Aundh,ITI Road,Colony 6,Lane No. 2,1372,3,3,Furnished,0.93,2.4,1.56,17,47.21,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Kothrud,Ideal Colony,Colony 1,Lane No. 1,1134,4,3,Furnished,3.32,3.45,4.98,20,49.93,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Kondhwa,Salisbury Park,Colony 4,Lane No. 1,1608,2,2,Furnished,2.43,0.66,2.24,12,46.06,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Katraj,Gokulnagar,Colony 7,Lane No. 3,1544,5,3,Semi-Furnished,3.46,0.83,2.62,19,68.53,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Hadapsar,Gadital,Colony 4,Lane No. 5,2878,2,2,Furnished,3.01,1.26,4.26,15,59.77,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Kothrud,Karve Nagar,Colony 4,Lane No. 3,1085,5,3,Unfurnished,1.11,3.16,5.42,16,60.35,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Kothrud,Ideal Colony,Colony 1,Lane No. 1,2503,1,1,Semi-Furnished,1.99,3.1,3.53,15,27.05,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Katraj,Vignaharta Colony,Colony 2,Lane No. 3,1053,2,2,Furnished,2.41,3.48,4.25,10,26.38,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Hadapsar,Magarpatta City,Colony 5,Lane No. 1,507,4,3,Semi-Furnished,0.54,1.32,5.38,15,10.8,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Katraj,Gokulnagar,Colony 5,Lane No. 4,1957,2,2,Unfurnished,1.85,1.91,4.6,14,53.77,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Hinjewadi,Phase 1,Colony 3,Lane No. 1,1575,3,3,Unfurnished,2.46,3.19,4.31,5,36.58,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Viman Nagar,Tingre Nagar,Colony 1,Lane No. 4,840,2,2,Semi-Furnished,1.09,0.52,4.21,14,11.27,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Hinjewadi,Phase 1,Colony 5,Lane No. 4,1595,2,2,Furnished,3.4,3.68,3.37,0,38.06,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Hinjewadi,Phase 2,Colony 1,Lane No. 2,533,5,3,Furnished,3.86,2.98,1.72,12,28.42,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Baner,Pashan Link Road,Colony 5,Lane No. 4,472,5,3,Furnished,4.03,2.34,2.03,16,27.56,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Aundh,Baner Pashan Link,Colony 6,Lane No. 4,1834,5,3,Furnished,0.6,0.71,3.5,19,52.47,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Baner,Veerbhadra Nagar,Colony 1,Lane No. 3,1336,5,3,Furnished,2.05,1.46,4.16,6,41.07,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Aundh,ITI Road,Colony 5,Lane No. 1,2332,5,3,Furnished,2.44,3.39,2.26,2,169.12,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Hadapsar,Magarpatta City,Colony 1,Lane No. 1,2622,1,1,Semi-Furnished,1.11,2.35,2.52,10,35.95,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Viman Nagar,Tingre Nagar,Colony 5,Lane No. 2,2220,5,3,Semi-Furnished,3.95,1.87,3.07,3,97.05,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Viman Nagar,Mhada Colony,Colony 7,Lane No. 1,1709,2,2,Furnished,4.06,3.27,3.54,12,31.59,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Wakad,Datta Mandir Road,Colony 6,Lane No. 3,2253,4,3,Unfurnished,4.32,2.58,2.05,12,100.76,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Wakad,Kalewadi Phata,Colony 1,Lane No. 4,2301,3,3,Semi-Furnished,3.84,3.97,5.85,17,65.06,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Baner,Balewadi Phata,Colony 1,Lane No. 3,2387,5,3,Unfurnished,4.95,0.6,5.38,15,150.44,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Wakad,Datta Mandir Road,Colony 4,Lane No. 3,2897,1,1,Semi-Furnished,1.65,1.83,2.37,0,30.53,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Katraj,Bharti Vidyapeeth Campus,Colony 3,Lane No. 4,1762,3,3,Semi-Furnished,2.94,3.93,5.23,17,44.36,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Kondhwa,Yewalewadi,Colony 6,Lane No. 3,1000,4,3,Semi-Furnished,2.92,0.94,3.02,12,30.65,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Wakad,Datta Mandir Road,Colony 4,Lane No. 3,2252,4,3,Furnished,4.38,1.93,1.53,17,125.39,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Kondhwa,NIBM Road,Colony 1,Lane No. 5,2263,1,1,Furnished,1.25,3.97,3.9,17,24.32,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Aundh,Baner Pashan Link,Colony 1,Lane No. 3,834,4,3,Furnished,1.61,0.85,1.51,1,25.58,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kothrud,Paud Road,Colony 3,Lane No. 2,1864,3,3,Semi-Furnished,0.98,3.13,1.13,1,49.97,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Viman Nagar,Tingre Nagar,Colony 3,Lane No. 5,1662,3,3,Furnished,1.63,3.4,4.73,15,37.32,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Viman Nagar,Mhada Colony,Colony 1,Lane No. 5,2752,4,3,Semi-Furnished,4.98,3.4,1.62,3,101.97,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kondhwa,Salisbury Park,Colony 5,Lane No. 2,485,1,1,Unfurnished,0.97,3.58,2.98,13,5.19,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Wakad,Datta Mandir Road,Colony 2,Lane No. 2,855,2,2,Semi-Furnished,2.37,3.07,3.42,5,8.84,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Aundh,Baner Pashan Link,Colony 4,Lane No. 3,1716,1,1,Semi-Furnished,4.34,2.97,5.09,8,16.05,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Baner,Balewadi Phata,Colony 2,Lane No. 2,804,1,1,Furnished,1.45,1.17,5.94,7,11.71,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Baner,Pashan Link Road,Colony 4,Lane No. 2,1528,1,1,Semi-Furnished,4.36,1.42,5.62,6,16.58,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Viman Nagar,Mhada Colony,Colony 3,Lane No. 4,1988,5,3,Semi-Furnished,4.57,3.17,3.04,3,58.88,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kondhwa,Salisbury Park,Colony 4,Lane No. 4,2614,2,2,Furnished,4.74,2.77,5.61,20,61.64,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Baner,Veerbhadra Nagar,Colony 2,Lane No. 5,2911,5,3,Semi-Furnished,3.99,3.1,1.93,15,159.56,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Bibwewadi,Shree Colony,Colony 7,Lane No. 3,776,5,3,Semi-Furnished,4.46,1.73,5.42,11,31.44,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Kothrud,Ideal Colony,Colony 3,Lane No. 1,2678,5,3,Semi-Furnished,4.59,1.62,5.58,20,138.39,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Kondhwa,Yewalewadi,Colony 6,Lane No. 2,2387,5,3,Furnished,3.48,1.87,1.71,6,102.21,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Bibwewadi,Shree Colony,Colony 6,Lane No. 1,897,3,3,Unfurnished,3.5,2.25,4.13,8,37.95,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Aundh,Baner Pashan Link,Colony 5,Lane No. 1,613,3,3,Furnished,0.88,2.41,1.3,9,20.83,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kondhwa,Salisbury Park,Colony 4,Lane No. 2,1183,5,3,Semi-Furnished,1.34,2.92,3.69,16,36.48,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Kothrud,Paud Road,Colony 6,Lane No. 4,428,2,2,Furnished,2.95,3.79,4.96,15,10.28,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Wakad,Jambulkar Nagar,Colony 4,Lane No. 5,435,1,1,Semi-Furnished,3.86,2.49,4.91,5,3.58,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
