Area,Locality,Colony,Lane,Area (sq.ft.),BHK,Bathrooms,Furnishing Status,Distance to School (km),Distance to Hospital (km),Distance to Metro (km),Age of Property (years),Price (Lakhs),Full Address,Latitude,Longitude
Wakad,Datta Mandir Road,Colony 6,Lane No. 4,1056,4,3,Furnished,2.65,1.5,5.6,18,570.0,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Viman Nagar,Lunkad Colony,Colony 6,Lane No. 4,1302,2,2,Unfurnished,1.52,1.35,5.08,15,159.1,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Hinjewadi,Phase 1,Colony 4,Lane No. 4,2043,4,3,Unfurnished,3.22,0.5,3.89,0,637.6,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Aundh,ITI Road,Colony 7,Lane No. 1,1970,1,1,Semi-Furnished,3.84,1.2,3.19,5,143.8,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Katraj,Gokulnagar,Colony 2,Lane No. 2,1713,1,1,Semi-Furnished,1.6,1.31,1.41,1,189.4,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Kothrud,Ideal Colony,Colony 1,Lane No. 5,1737,2,2,Furnished,4.91,3.32,3.71,1,206.20000000000002,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Kothrud,Paud Road,Colony 6,Lane No. 3,2621,4,3,Unfurnished,2.34,2.05,2.62,13,932.0999999999999,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Kothrud,Paud Road,Colony 4,Lane No. 1,2816,4,3,Unfurnished,0.65,0.71,4.27,12,893.4000000000001,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Wakad,Kalewadi Phata,Colony 7,Lane No. 3,1549,5,3,Semi-Furnished,1.09,2.38,2.65,10,679.4,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Wakad,Jambulkar Nagar,Colony 5,Lane No. 4,659,2,2,Furnished,2.88,0.71,3.2,6,100.9,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Aundh,ITI Road,Colony 5,Lane No. 2,1499,4,3,Furnished,4.43,3.44,4.36,8,401.8,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Bibwewadi,Market Yard,Colony 5,Lane No. 4,1105,2,2,Semi-Furnished,0.61,0.77,2.73,3,179.3,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Aundh,ITI Road,Colony 2,Lane No. 1,2056,1,1,Semi-Furnished,4.14,3.54,1.85,13,149.4,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Wakad,Datta Mandir Road,Colony 1,Lane No. 4,2406,3,3,Furnished,4.93,1.15,2.67,18,975.9000000000001,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Hadapsar,Amanora Park Town,Colony 1,Lane No. 2,989,4,3,Unfurnished,3.18,1.1,1.31,6,346.9,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hadapsar,Amanora Park Town,Colony 3,Lane No. 3,1586,4,3,Semi-Furnished,0.5,2.18,3.57,7,525.8,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Bibwewadi,Market Yard,Colony 3,Lane No. 1,1414,5,3,Semi-Furnished,4.63,2.86,1.63,10,588.2,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Aundh,Baner Pashan Link,Colony 2,Lane No. 5,884,2,2,Semi-Furnished,3.53,0.61,1.06,1,114.9,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Aundh,Parihar Chowk,Colony 3,Lane No. 2,614,4,3,Semi-Furnished,3.33,2.01,2.64,20,266.1,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Kondhwa,Yewalewadi,Colony 3,Lane No. 5,861,5,3,Semi-Furnished,1.21,3.98,1.08,14,427.29999999999995,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Viman Nagar,Lunkad Colony,Colony 4,Lane No. 4,1393,1,1,Furnished,1.73,3.58,1.65,14,85.7,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Hadapsar,Amanora Park Town,Colony 4,Lane No. 2,823,3,3,Semi-Furnished,2.99,0.64,2.17,8,352.8,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Baner,Balewadi Phata,Colony 3,Lane No. 4,1277,5,3,Unfurnished,3.62,1.91,2.64,11,361.3,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Aundh,Baner Pashan Link,Colony 6,Lane No. 2,1695,5,3,Semi-Furnished,2.93,2.38,3.78,12,572.9,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kothrud,Paud Road,Colony 6,Lane No. 2,464,4,3,Furnished,0.74,1.25,1.05,5,104.1,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Katraj,Bharti Vidyapeeth Campus,Colony 4,Lane No. 1,643,3,3,Unfurnished,0.95,3.91,2.23,0,119.39999999999999,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Vishwakarma Nagar,Colony 4,Lane No. 4,783,2,2,Unfurnished,1.39,0.5,3.58,5,227.8,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Hinjewadi,Phase 3,Colony 1,Lane No. 1,2255,4,3,Unfurnished,2.2,3.02,4.47,16,1208.1,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Wakad,Jambulkar Nagar,Colony 2,Lane No. 1,855,4,3,Unfurnished,3.35,2.89,5.48,7,402.8,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Wakad,Kalewadi Phata,Colony 2,Lane No. 1,2509,5,3,Unfurnished,1.86,2.6,1.8,18,1740.5,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Aundh,ITI Road,Colony 7,Lane No. 3,517,2,2,Unfurnished,0.59,3.89,1.37,19,96.1,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Hinjewadi,Phase 1,Colony 6,Lane No. 2,1543,5,3,Semi-Furnished,2.78,1.76,5.02,7,447.59999999999997,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Hadapsar,Gadital,Colony 1,Lane No. 3,1324,3,3,Furnished,4.07,3.56,1.6,13,326.1,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Baner,Balewadi Phata,Colony 2,Lane No. 2,2824,2,2,Unfurnished,0.92,1.57,3.98,11,756.0,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Katraj,Gokulnagar,Colony 2,Lane No. 5,1283,4,3,Furnished,3.76,2.35,1.25,19,393.9,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Kothrud,Karve Nagar,Colony 7,Lane No. 1,2726,2,2,Unfurnished,2.88,0.55,2.81,4,631.4,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Bibwewadi,Market Yard,Colony 1,Lane No. 2,2482,3,3,Furnished,3.02,3.92,3.84,16,1108.7,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Kothrud,Paud Road,Colony 7,Lane No. 5,2204,4,3,Unfurnished,0.71,0.59,3.27,10,891.4,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Kondhwa,NIBM Road,Colony 4,Lane No. 5,1517,5,3,Furnished,2.47,0.83,4.09,7,693.1,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Baner,Pashan Link Road,Colony 4,Lane No. 3,1070,1,1,Furnished,1.93,2.86,5.66,11,74.1,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hinjewadi,Phase 3,Colony 2,Lane No. 3,2835,1,1,Semi-Furnished,1.83,1.69,5.32,10,337.40000000000003,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Viman Nagar,Lunkad Colony,Colony 4,Lane No. 5,841,5,3,Semi-Furnished,3.59,3.93,5.73,10,518.0,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Viman Nagar,Mhada Colony,Colony 2,Lane No. 5,582,3,3,Unfurnished,3.3,2.9,4.85,5,244.3,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Aundh,Parihar Chowk,Colony 1,Lane No. 4,2239,5,3,Semi-Furnished,3.58,3.96,1.81,1,978.5,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Kondhwa,NIBM Road,Colony 3,Lane No. 3,2799,4,3,Furnished,2.45,1.82,3.59,14,1155.6,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Kothrud,Paud Road,Colony 1,Lane No. 1,1621,2,2,Semi-Furnished,4.17,3.39,5.37,9,209.8,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hadapsar,Amanora Park Town,Colony 2,Lane No. 5,453,1,1,Unfurnished,3.68,3.51,2.25,0,36.2,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Katraj,Gokulnagar,Colony 4,Lane No. 3,882,4,3,Furnished,1.4,2.34,5.27,18,449.09999999999997,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Wakad,Kalewadi Phata,Colony 1,Lane No. 1,2137,5,3,Furnished,2.55,1.92,1.24,15,1148.0,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Wakad,Datta Mandir Road,Colony 1,Lane No. 1,2354,3,3,Unfurnished,4.57,2.17,1.17,11,700.6999999999999,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Bibwewadi,Vishwakarma Nagar,Colony 7,Lane No. 4,2570,5,3,Unfurnished,1.54,1.8,2.34,9,1290.6,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Kondhwa,NIBM Road,Colony 1,Lane No. 1,701,2,2,Unfurnished,2.3,0.64,1.74,3,153.9,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Hinjewadi,Phase 2,Colony 3,Lane No. 5,1875,3,3,Semi-Furnished,1.26,1.5,3.85,12,311.0,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Katraj,Vignaharta Colony,Colony 6,Lane No. 1,2163,5,3,Semi-Furnished,1.4,1.69,2.22,10,1325.6999999999998,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Viman Nagar,Lunkad Colony,Colony 1,Lane No. 4,2881,2,2,Semi-Furnished,2.59,1.02,4.2,8,750.5,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Aundh,Baner Pashan Link,Colony 7,Lane No. 2,2546,2,2,Unfurnished,3.83,1.01,1.07,15,554.3,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Bibwewadi,Market Yard,Colony 1,Lane No. 4,1726,1,1,Furnished,4.65,1.91,2.44,16,193.5,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Baner,Pashan Link Road,Colony 6,Lane No. 1,1851,3,3,Semi-Furnished,2.13,0.9,3.63,4,397.0,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Katraj,Bharti Vidyapeeth Campus,Colony 6,Lane No. 4,1446,1,1,Semi-Furnished,1.52,3.6,4.68,2,206.70000000000002,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Kothrud,Paud Road,Colony 7,Lane No. 4,2517,3,3,Furnished,2.85,1.78,2.72,9,779.3000000000001,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hinjewadi,Phase 2,Colony 6,Lane No. 2,2635,2,2,Semi-Furnished,3.52,0.58,4.1,6,696.3,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Hadapsar,Amanora Park Town,Colony 2,Lane No. 1,2039,4,3,Semi-Furnished,1.17,3.31,5.99,10,1075.6999999999998,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hadapsar,Amanora Park Town,Colony 3,Lane No. 2,1488,5,3,Furnished,0.53,0.95,2.25,13,397.2,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hinjewadi,Phase 3,Colony 5,Lane No. 3,2485,3,3,Furnished,4.34,1.66,5.23,12,395.90000000000003,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hinjewadi,Phase 3,Colony 3,Lane No. 4,736,3,3,Semi-Furnished,3.71,1.47,3.26,13,204.1,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hadapsar,Gadital,Colony 2,Lane No. 2,2861,4,3,Semi-Furnished,2.81,1.76,3.91,3,908.5,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Hinjewadi,Phase 3,Colony 6,Lane No. 3,2695,4,3,Unfurnished,3.15,0.61,4.37,4,1228.6,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Aundh,ITI Road,Colony 3,Lane No. 4,821,2,2,Semi-Furnished,4.21,2.05,4.16,3,143.8,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Aundh,Baner Pashan Link,Colony 3,Lane No. 1,2161,5,3,Semi-Furnished,0.94,3.63,2.12,11,1217.9,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Baner,Pashan Link Road,Colony 4,Lane No. 1,2385,1,1,Semi-Furnished,3.87,2.51,5.48,15,324.3,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hadapsar,Magarpatta City,Colony 6,Lane No. 3,2679,3,3,Furnished,3.53,2.55,3.04,17,1063.3,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Bibwewadi,Market Yard,Colony 2,Lane No. 5,2005,1,1,Unfurnished,1.31,1.15,1.79,10,167.89999999999998,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Hadapsar,Gadital,Colony 7,Lane No. 3,2269,2,2,Furnished,4.9,0.97,4.89,17,325.3,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Wakad,Jambulkar Nagar,Colony 1,Lane No. 2,744,1,1,Unfurnished,1.3,3.06,5.17,19,60.199999999999996,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Katraj,Bharti Vidyapeeth Campus,Colony 7,Lane No. 4,659,2,2,Furnished,2.07,0.94,3.02,17,75.9,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Bibwewadi,Vishwakarma Nagar,Colony 4,Lane No. 2,2909,3,3,Semi-Furnished,4.57,1.87,3.07,18,789.5,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Viman Nagar,Mhada Colony,Colony 1,Lane No. 3,721,5,3,Furnished,2.85,3.52,2.2,9,397.59999999999997,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Hadapsar,Gadital,Colony 3,Lane No. 4,1480,5,3,Semi-Furnished,4.7,2.31,1.63,19,1108.0,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Hadapsar,Magarpatta City,Colony 7,Lane No. 3,1888,3,3,Furnished,4.92,2.37,2.67,2,581.5,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Baner,Pashan Link Road,Colony 3,Lane No. 1,1632,3,3,Furnished,1.02,1.97,2.03,17,595.9000000000001,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hinjewadi,Phase 2,Colony 6,Lane No. 1,1902,5,3,Unfurnished,3.67,0.95,2.3,13,920.0,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Kondhwa,Yewalewadi,Colony 6,Lane No. 5,1229,2,2,Furnished,1.09,1.33,1.83,12,293.9,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Bibwewadi,Shree Colony,Colony 5,Lane No. 5,2086,5,3,Furnished,4.38,3.21,5.71,14,822.0,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Katraj,Vignaharta Colony,Colony 6,Lane No. 4,1100,1,1,Unfurnished,1.6,3.45,5.93,1,150.9,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Kondhwa,NIBM Road,Colony 6,Lane No. 3,2358,4,3,Semi-Furnished,1.7,2.63,5.55,19,1295.0,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Viman Nagar,Mhada Colony,Colony 2,Lane No. 5,2043,4,3,Semi-Furnished,3.51,2.54,2.35,4,453.40000000000003,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kothrud,Ideal Colony,Colony 1,Lane No. 4,2664,3,3,Semi-Furnished,4.7,2.27,5.07,8,946.9,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Viman Nagar,Mhada Colony,Colony 1,Lane No. 5,2543,5,3,Furnished,3.77,1.83,5.46,3,949.2,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kondhwa,Yewalewadi,Colony 2,Lane No. 3,2548,1,1,Semi-Furnished,3.68,0.89,4.99,2,357.9,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hadapsar,Amanora Park Town,Colony 5,Lane No. 2,1730,4,3,Unfurnished,3.56,3.53,2.73,15,717.3000000000001,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Aundh,Parihar Chowk,Colony 1,Lane No. 3,471,1,1,Furnished,4.17,2.23,4.3,15,34.5,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Wakad,Jambulkar Nagar,Colony 2,Lane No. 3,1431,5,3,Unfurnished,2.1,3.41,5.83,2,635.3,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Kothrud,Paud Road,Colony 2,Lane No. 3,558,2,2,Semi-Furnished,1.08,2.12,2.59,15,138.2,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Aundh,ITI Road,Colony 6,Lane No. 2,2182,4,3,Furnished,3.15,1.56,5.47,12,492.1,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Baner,Pashan Link Road,Colony 2,Lane No. 2,2835,3,3,Unfurnished,1.87,0.83,1.91,17,964.8000000000001,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Bibwewadi,Market Yard,Colony 7,Lane No. 5,723,1,1,Unfurnished,4.41,0.71,1.22,3,102.69999999999999,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Baner,Balewadi Phata,Colony 6,Lane No. 3,421,4,3,Unfurnished,4.7,1.09,4.69,9,173.6,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Baner,Pashan Link Road,Colony 7,Lane No. 5,2745,1,1,Furnished,2.3,2.15,1.65,11,197.3,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hadapsar,Gadital,Colony 4,Lane No. 1,551,2,2,Unfurnished,3.93,2.35,1.9,4,86.1,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Aundh,ITI Road,Colony 6,Lane No. 2,1372,3,3,Furnished,0.93,2.4,1.56,17,472.1,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Kothrud,Ideal Colony,Colony 1,Lane No. 1,1134,4,3,Furnished,3.32,3.45,4.98,20,499.3,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Kondhwa,Salisbury Park,Colony 4,Lane No. 1,1608,2,2,Furnished,2.43,0.66,2.24,12,460.6,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Katraj,Gokulnagar,Colony 7,Lane No. 3,1544,5,3,Semi-Furnished,3.46,0.83,2.62,19,685.3,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Hadapsar,Gadital,Colony 4,Lane No. 5,2878,2,2,Furnished,3.01,1.26,4.26,15,597.7,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Kothrud,Karve Nagar,Colony 4,Lane No. 3,1085,5,3,Unfurnished,1.11,3.16,5.42,16,603.5,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Kothrud,Ideal Colony,Colony 1,Lane No. 1,2503,1,1,Semi-Furnished,1.99,3.1,3.53,15,270.5,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Katraj,Vignaharta Colony,Colony 2,Lane No. 3,1053,2,2,Furnished,2.41,3.48,4.25,10,263.8,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Hadapsar,Magarpatta City,Colony 5,Lane No. 1,507,4,3,Semi-Furnished,0.54,1.32,5.38,15,108.0,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Katraj,Gokulnagar,Colony 5,Lane No. 4,1957,2,2,Unfurnished,1.85,1.91,4.6,14,537.7,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Hinjewadi,Phase 1,Colony 3,Lane No. 1,1575,3,3,Unfurnished,2.46,3.19,4.31,5,365.79999999999995,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Viman Nagar,Tingre Nagar,Colony 1,Lane No. 4,840,2,2,Semi-Furnished,1.09,0.52,4.21,14,112.69999999999999,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Hinjewadi,Phase 1,Colony 5,Lane No. 4,1595,2,2,Furnished,3.4,3.68,3.37,0,380.6,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Hinjewadi,Phase 2,Colony 1,Lane No. 2,533,5,3,Furnished,3.86,2.98,1.72,12,284.20000000000005,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Baner,Pashan Link Road,Colony 5,Lane No. 4,472,5,3,Furnished,4.03,2.34,2.03,16,275.59999999999997,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Aundh,Baner Pashan Link,Colony 6,Lane No. 4,1834,5,3,Furnished,0.6,0.71,3.5,19,524.7,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Baner,Veerbhadra Nagar,Colony 1,Lane No. 3,1336,5,3,Furnished,2.05,1.46,4.16,6,410.7,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Aundh,ITI Road,Colony 5,Lane No. 1,2332,5,3,Furnished,2.44,3.39,2.26,2,1691.2,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Hadapsar,Magarpatta City,Colony 1,Lane No. 1,2622,1,1,Semi-Furnished,1.11,2.35,2.52,10,359.5,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Viman Nagar,Tingre Nagar,Colony 5,Lane No. 2,2220,5,3,Semi-Furnished,3.95,1.87,3.07,3,970.5,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Viman Nagar,Mhada Colony,Colony 7,Lane No. 1,1709,2,2,Furnished,4.06,3.27,3.54,12,315.9,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Wakad,Datta Mandir Road,Colony 6,Lane No. 3,2253,4,3,Unfurnished,4.32,2.58,2.05,12,1007.6,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Wakad,Kalewadi Phata,Colony 1,Lane No. 4,2301,3,3,Semi-Furnished,3.84,3.97,5.85,17,650.6,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Baner,Balewadi Phata,Colony 1,Lane No. 3,2387,5,3,Unfurnished,4.95,0.6,5.38,15,1504.4,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Wakad,Datta Mandir Road,Colony 4,Lane No. 3,2897,1,1,Semi-Furnished,1.65,1.83,2.37,0,305.3,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Katraj,Bharti Vidyapeeth Campus,Colony 3,Lane No. 4,1762,3,3,Semi-Furnished,2.94,3.93,5.23,17,443.6,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Kondhwa,Yewalewadi,Colony 6,Lane No. 3,1000,4,3,Semi-Furnished,2.92,0.94,3.02,12,306.5,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Wakad,Datta Mandir Road,Colony 4,Lane No. 3,2252,4,3,Furnished,4.38,1.93,1.53,17,1253.9,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Kondhwa,NIBM Road,Colony 1,Lane No. 5,2263,1,1,Furnished,1.25,3.97,3.9,17,243.2,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Aundh,Baner Pashan Link,Colony 1,Lane No. 3,834,4,3,Furnished,1.61,0.85,1.51,1,255.79999999999998,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kothrud,Paud Road,Colony 3,Lane No. 2,1864,3,3,Semi-Furnished,0.98,3.13,1.13,1,499.7,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Viman Nagar,Tingre Nagar,Colony 3,Lane No. 5,1662,3,3,Furnished,1.63,3.4,4.73,15,373.2,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Viman Nagar,Mhada Colony,Colony 1,Lane No. 5,2752,4,3,Semi-Furnished,4.98,3.4,1.62,3,1019.7,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kondhwa,Salisbury Park,Colony 5,Lane No. 2,485,1,1,Unfurnished,0.97,3.58,2.98,13,51.900000000000006,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Wakad,Datta Mandir Road,Colony 2,Lane No. 2,855,2,2,Semi-Furnished,2.37,3.07,3.42,5,88.4,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Aundh,Baner Pashan Link,Colony 4,Lane No. 3,1716,1,1,Semi-Furnished,4.34,2.97,5.09,8,160.5,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Baner,Balewadi Phata,Colony 2,Lane No. 2,804,1,1,Furnished,1.45,1.17,5.94,7,117.10000000000001,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Baner,Pashan Link Road,Colony 4,Lane No. 2,1528,1,1,Semi-Furnished,4.36,1.42,5.62,6,165.79999999999998,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Viman Nagar,Mhada Colony,Colony 3,Lane No. 4,1988,5,3,Semi-Furnished,4.57,3.17,3.04,3,588.8000000000001,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
